"NM"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"B"
"C"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"B"
"A"
"A"
"A"
"B"
"I"
"A"
"A"
"C"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"F"
"F"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"F"
"A"
"C"
"A"
"A"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"E"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"E"
"B"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"B"
"A"
"E"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"B"
"A"
"A"
"B"
"A"
"B"
"A"
"B"
"A"
"A"
"E"
"E"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"I"
"D"
"A"
"A"
"F"
"F"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"B"
"A"
"A"
"F"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"B"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"B"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"F"
"A"
"A"
"F"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"E"
"C"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"E"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"D"
"B"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"B"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"H"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"F"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"G"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"F"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"H"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"F"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"G"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"B"
"A"
"C"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"D"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"B"
"A"
"B"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"I"
"C"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"D"
"A"
"A"
"D"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"D"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"E"
"A"
"C"
"A"
"C"
"A"
"A"
"B"
"B"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"G"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"B"
"A"
"A"
"G"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"C"
"B"
"C"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"D"
"B"
"A"
"A"
"E"
"H"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"E"
"F"
"A"
"A"
"A"
"C"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"C"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"B"
"B"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"C"
"A"
"B"
"A"
"B"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"H"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"I"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"F"
"B"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"G"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"G"
"F"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"F"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"F"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"G"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"C"
"B"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"B"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"B"
"B"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"D"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"C"
"D"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"B"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"C"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"D"
"A"
"A"
"B"
"A"
"A"
"B"
"G"
"B"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"I"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"C"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"E"
"E"
"A"
"A"
"A"
"A"
"B"
"A"
"C"
"B"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"D"
"A"
"A"
"A"
"C"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"A"
"B"
"A"
"F"
"A"
"B"
"A"
"A"
"A"
